passengerId,longestRun
74,5
280,8
322,6
390,4
492,5
664,16
872,4
893,8
996,12
1102,8
1289,13
1378,19
1387,6
1584,5
2002,9
2045,4
2515,13
2718,9
2911,16
3086,5
3515,9
3630,3
3862,11
3864,2
3976,9
4056,23
4691,6
5118,9
5200,7
5349,5
5696,17
6041,10
6152,8
6159,11
6390,8
6477,5
6640,3
7021,6
7355,8
7444,7
7604,6
8046,8
8067,4
8132,15
8546,7
8560,3
8727,7
8755,1
8830,8
9006,8
9016,5
9191,6
9411,4
9840,7
10427,8
10438,5
10708,8
11690,5
11743,5
12016,4
12092,4
12146,10
12186,3
12859,5
12875,5
13013,1
13259,5
13411,6
13483,4
13511,2
13670,4
13717,2
14175,2
14266,4
14314,1
14497,1
14584,3
14880,1
15114,4
15160,5
