passengerId,longestRun
369,15
413,3
455,14
760,25
820,2
912,6
915,11
1395,2
1721,6
1831,11
2522,13
2759,19
3122,9
3460,2
3569,13
3794,13
3877,10
4024,5
4251,10
4335,20
5441,6
5590,12
5756,6
6008,8
6238,1
6261,12
7179,6
7240,9
7388,4
7466,1
7670,9
7860,9
8049,4
8079,4
8232,7
8281,8
8620,3
8697,1
8712,1
9040,6
9165,1
9285,8
9647,2
9761,8
9819,8
10361,5
10716,12
11084,10
11138,4
11166,14
11464,1
11473,8
11505,4
11597,5
11734,7
11869,5
12256,2
12284,7
12354,8
12692,1
12715,1
12890,4
13554,5
13709,3
13720,2
13789,2
13956,5
14537,3
14597,2
14782,4
14843,1
15056,4
15255,1
