passengerId,longestRun
297,3
597,5
674,16
764,9
812,10
1043,10
1421,6
1763,5
1848,7
1868,14
1927,14
1965,3
2042,7
2055,6
2274,15
2428,5
2657,2
2933,6
3055,5
3104,11
3389,2
4104,7
4202,14
4793,9
4815,9
4864,5
4953,9
5028,7
5029,4
5310,11
5507,3
5831,3
5864,1
5876,13
5981,9
6157,5
6408,7
6454,8
6756,3
6831,10
6906,11
7192,14
7309,2
7535,10
7601,12
7917,6
7940,4
8263,7
8325,2
8345,5
9041,5
9159,10
9260,4
9948,3
9950,9
9998,7
10035,7
10587,3
10682,2
10705,9
10955,8
11186,8
11238,2
11459,1
11892,6
12130,8
12308,1
12499,4
12792,4
12935,6
12981,10
13041,6
13165,2
13320,1
13820,2
14004,3
14403,1
14599,3
15120,3
15238,2
15276,1
15314,2
15460,1
15467,1
