passengerId,longestRun
909,3
1025,18
1219,10
1240,24
1256,6
1283,10
1549,2
1771,6
1937,5
2212,19
2235,6
2336,15
2404,7
2470,5
2615,3
2784,9
2939,22
2971,4
3210,5
3239,10
3390,2
3405,23
3617,3
3940,13
4167,8
4254,8
4275,12
4677,14
4791,14
5007,21
5045,5
5455,9
5847,6
6072,10
6094,3
6144,3
6378,3
6595,6
6881,12
7142,2
7448,8
7474,1
7751,3
8026,4
8162,3
8412,1
8494,1
8848,2
8929,8
9045,2
9070,6
9140,5
9614,3
9876,6
10061,1
10082,5
10377,12
10676,7
10702,10
11091,2
11230,2
11235,1
11236,1
11298,1
11493,1
11636,6
11838,4
11991,5
12019,6
12024,2
12754,3
13029,1
13713,3
13878,7
14888,1
14998,1
15372,2
15401,1
