passengerId,longestRun
99,7
444,6
510,8
617,3
630,3
676,5
799,6
937,11
976,2
1181,12
1618,8
1674,7
1713,3
1792,7
1939,3
1989,6
2065,17
2094,4
2216,13
2284,12
2552,8
3286,15
3404,10
3609,12
3725,6
4046,13
4420,15
4874,6
4962,5
5319,19
5371,8
5380,18
5411,15
5413,4
5430,11
5999,8
6001,19
6035,5
6281,5
6282,2
6364,10
6499,2
6558,8
6669,4
7037,4
7289,2
7428,5
7773,10
7776,14
7858,6
8041,4
8175,6
8270,13
8459,3
8460,1
8622,1
8812,3
8850,4
9221,5
9239,10
9448,4
9461,6
9568,9
9646,2
9805,7
9816,11
9870,5
10073,5
10362,1
10393,8
10551,7
10700,1
10785,9
10876,1
11062,8
11076,4
11388,8
11391,5
11417,7
11691,1
11765,6
11896,14
11917,10
11972,7
12052,6
12139,2
12162,5
12639,1
12679,3
12757,3
13510,6
13725,3
14087,7
14120,1
14144,3
14264,3
14648,3
14720,5
14743,2
15357,3
15418,1
