passengerId,longestRun
34,2
184,11
532,9
635,3
858,2
1041,16
1427,7
1529,5
1540,10
1687,7
1887,6
2158,12
2476,15
2577,4
2724,9
2929,7
2961,3
3161,7
3269,10
3311,12
3362,2
3495,4
3854,3
4051,11
4139,10
4179,11
4492,11
4657,7
4668,8
4732,9
5031,8
5219,9
5275,11
5400,3
5496,6
5693,10
5721,13
5823,1
5882,7
6045,9
6201,7
6471,15
6491,2
6999,1
7111,11
7287,3
7384,11
7742,9
7759,8
7845,7
7861,6
8353,23
8495,2
8595,9
8943,5
9117,1
9218,4
9504,1
9778,3
9908,7
10106,4
10456,7
10466,5
10566,9
10715,2
10759,1
11894,3
12037,3
12113,10
12127,4
12236,1
12260,2
12300,2
12533,8
12820,1
13421,1
13424,4
14047,2
14492,3
14512,3
14560,3
14564,1
14701,5
15046,1
15473,1
