passengerId,longestRun
15,2
81,1
165,13
223,14
315,11
878,19
1320,13
1579,4
1605,5
1621,4
1701,9
1796,11
1881,4
2053,8
2483,4
2950,5
3316,10
3439,11
3536,15
3694,11
3705,5
3843,5
3975,16
4194,10
4428,6
4569,10
4703,4
4829,5
5695,8
6007,9
6538,6
6548,18
6630,6
7073,10
7218,6
7330,1
7486,6
7767,7
7770,17
7889,8
8296,5
8585,8
8594,11
8607,4
9536,2
9587,9
9600,12
9977,13
10414,8
10790,1
10806,10
10829,1
11016,2
11203,1
11213,8
11281,4
11410,2
12007,3
12425,1
12458,5
12604,6
13051,3
13104,3
13140,2
13448,3
13528,5
13678,3
13819,11
14815,1
