passengerId,longestRun
5,1
794,15
900,2
1083,14
1331,4
1363,10
1597,9
1700,11
1723,11
1884,12
2134,16
2383,12
2582,6
2883,5
3247,8
3329,9
3331,7
3498,12
4144,5
4522,11
4573,4
4812,4
5014,3
5197,4
5265,6
5754,11
6171,10
6296,4
6347,12
6419,4
6550,7
6964,1
6975,10
7236,7
7669,4
8177,2
8539,14
8555,6
8795,1
9345,10
9361,2
9436,5
9616,7
9799,4
9875,13
10114,1
10501,2
10601,5
10741,8
10963,10
11379,6
11739,5
11920,1
11974,1
12145,3
12172,2
12395,1
12470,3
12647,3
12790,3
13040,1
13251,8
13307,1
13430,2
13567,4
14061,1
14081,1
14104,1
14397,2
14700,2
15128,2
15281,2
