passengerId,longestRun
310,3
313,13
393,18
493,6
627,14
868,9
985,5
1030,14
1385,3
1686,9
1996,9
2454,9
2528,14
2736,3
2827,4
2847,3
3188,10
3356,17
3614,5
3956,10
4078,10
4105,6
4122,2
4129,7
4317,10
4807,7
4918,6
5034,5
5568,7
5700,9
5731,18
6114,8
6128,3
6299,10
6377,4
6696,1
6726,4
6946,11
7094,14
7334,4
7491,1
7519,4
7944,2
8910,8
8916,5
9146,9
9299,3
9934,7
10007,1
10197,3
10334,13
10720,8
10926,5
11172,4
11258,3
11411,4
11478,12
11564,2
11762,2
11907,1
12184,7
12315,1
12488,4
12522,2
12745,2
12805,1
12942,5
13021,3
13154,4
13281,1
13338,2
13365,9
13613,6
13807,5
14008,6
14073,2
14093,5
14435,1
14755,3
15023,3
15063,1
15384,2
