passengerId,longestRun
78,4
314,8
408,5
924,2
973,2
1101,7
1173,11
1275,3
1324,2
1370,8
1462,10
1978,3
2046,10
2099,5
2148,7
2319,8
2776,19
3101,15
3168,5
3642,13
3677,14
3708,5
3851,15
4043,6
4621,7
4897,13
4907,7
4963,2
5407,3
5526,9
5645,10
5728,7
5819,14
5979,9
6009,6
6206,6
6233,4
6235,9
6465,12
6484,6
6551,5
6668,10
6850,9
7890,11
8025,14
8298,8
8639,2
8932,4
9172,3
9381,16
9692,7
9801,6
9889,7
10032,6
10050,5
10056,8
10424,10
10679,2
10774,5
10821,5
10847,6
10896,6
11082,4
11515,6
11628,4
11911,9
12002,5
12049,6
12098,5
12258,2
12305,5
12912,5
13861,6
14079,1
14257,2
14594,2
14735,3
15324,2
15448,1
