passengerId,longestRun
30,3
42,8
73,5
151,4
401,8
582,12
708,11
895,4
1028,11
1180,7
1382,11
1746,11
2161,6
2169,10
2189,5
2273,13
2307,1
2751,6
2888,1
3224,1
3568,7
3638,8
3876,12
4403,5
4891,8
5003,5
5015,16
5033,7
5283,9
5424,2
5593,4
5676,7
5744,13
5868,1
6065,10
6163,5
6246,8
6368,11
6872,6
7181,9
7189,8
7331,10
7501,4
7636,14
7775,7
7885,5
7930,2
8165,13
8372,8
8512,5
8570,4
8609,16
8885,10
9288,9
9352,4
9756,8
9949,8
10235,9
10241,8
10784,11
10862,9
11288,3
11325,3
11385,4
11541,3
11542,7
11671,1
11679,2
11681,1
11749,6
12060,5
12391,3
12815,7
13105,8
13369,1
14493,1
14722,2
15145,2
15151,3
