passengerId,longestRun
128,2
197,3
464,4
497,11
697,10
838,4
911,10
1112,11
1239,3
1322,10
1512,7
1744,6
1808,11
1867,11
1926,3
2064,10
2663,6
2670,4
2958,4
2970,9
3013,2
3226,14
3493,13
3647,3
3995,13
4029,8
4168,9
4199,10
4242,9
4356,8
4504,4
5462,2
5602,8
5935,8
6053,18
6290,3
6371,5
6402,11
6527,6
6648,5
6747,7
6840,5
6913,1
6978,13
7038,9
7497,7
7972,2
7974,5
8488,1
8658,7
8892,9
8902,6
9074,7
9209,6
9399,8
9404,9
9457,7
9677,6
10593,4
10610,8
10833,10
10857,10
11220,3
11382,4
11457,4
11526,2
11766,5
13016,3
13024,3
13107,6
13156,7
13158,2
13227,3
13566,2
13946,6
14349,2
14418,1
14953,1
15464,1
