passengerId,longestRun
701,18
1177,11
1216,3
1226,8
1298,8
1767,12
1946,13
2127,10
2249,10
2272,16
2292,17
2337,1
2767,11
3213,2
3487,6
3867,20
3904,6
4512,8
4609,11
4796,10
5174,4
5307,6
5381,3
5467,16
5854,11
5958,13
6283,8
6514,3
6577,6
6935,1
7067,5
7072,7
7085,6
7182,7
7488,5
7558,9
7846,13
7966,3
8502,7
8520,9
8525,6
8813,4
8833,10
8923,5
8926,6
9612,7
10142,3
10154,8
10191,1
10220,6
10606,3
10656,3
10680,4
10916,1
11053,5
11179,6
11630,2
12201,2
12246,4
12614,6
13044,2
13328,1
13482,7
13495,4
13715,3
14298,2
14339,1
14717,3
14997,1
15040,1
15064,1
15106,2
15205,1
